-9.9999067E-07,-9E-04
-9.9997817E-07,-4.2E-03
-9.9996567E-07,-6.2E-03
-9.9995317E-07,-8.1E-03
-9.9994067E-07,-1.14E-02
-9.9992817E-07,-1.73E-02
-9.9991567E-07,-2.31E-02
-9.9990317E-07,-2.64E-02
-9.9989067E-07,-2.70E-02
-9.9987817E-07,-2.70E-02
-9.9986567E-07,-3.03E-02
-9.9985317E-07,-3.68E-02
-9.9984067E-07,-4.53E-02
-9.9982817E-07,-5.12E-02
-9.9981567E-07,-4.99E-02
-9.9980317E-07,-4.14E-02
-9.9979067E-07,-2.97E-02
-9.9977817E-07,-2.18E-02
-9.9976567E-07,-1.99E-02
-9.9975317E-07,-2.25E-02
-9.9974067E-07,-2.51E-02
-9.9972817E-07,-2.44E-02
-9.9971567E-07,-1.92E-02
-9.9970317E-07,-1.27E-02
-9.9969067E-07,-9.4E-03
-9.9967817E-07,-1.14E-02
-9.9966567E-07,-1.66E-02
-9.9965317E-07,-2.18E-02
-9.9964067E-07,-2.31E-02
-9.9962817E-07,-2.12E-02
-9.9961567E-07,-1.86E-02
-9.9960317E-07,-1.66E-02
-9.9959067E-07,-1.73E-02
-9.9957817E-07,-1.86E-02
-9.9956567E-07,-1.92E-02
-9.9955317E-07,-1.86E-02
-9.9954067E-07,-1.79E-02
-9.9952817E-07,-1.86E-02
-9.9951567E-07,-2.31E-02
-9.9950317E-07,-2.97E-02
-9.9949067E-07,-3.75E-02
-9.9947817E-07,-4.33E-02
-9.9946567E-07,-4.66E-02
-9.9945317E-07,-4.66E-02
-9.9944067E-07,-4.33E-02
-9.9942817E-07,-3.68E-02
-9.9941567E-07,-2.70E-02
-9.9940317E-07,-1.60E-02
-9.9939067E-07,-5.5E-03
-9.9937817E-07,1.0E-03
-9.9936567E-07,1.7E-03
-9.9935317E-07,-2.9E-03
-9.9934067E-07,-9.4E-03
-9.9932817E-07,-1.53E-02
-9.9931567E-07,-1.92E-02
-9.9930317E-07,-2.25E-02
-9.9929067E-07,-2.70E-02
-9.9927817E-07,-3.29E-02
-9.9926567E-07,-3.81E-02
-9.9925317E-07,-4.07E-02
-9.9924067E-07,-3.88E-02
-9.9922817E-07,-3.29E-02
-9.9921567E-07,-2.64E-02
-9.9920317E-07,-2.12E-02
-9.9919067E-07,-2.05E-02
-9.9917817E-07,-2.18E-02
-9.9916567E-07,-2.38E-02
-9.9915317E-07,-2.25E-02
-9.9914067E-07,-1.86E-02
-9.9912817E-07,-1.46E-02
-9.9911567E-07,-1.40E-02
-9.9910317E-07,-1.92E-02
-9.9909067E-07,-2.90E-02
-9.9907817E-07,-3.94E-02
-9.9906567E-07,-4.60E-02
-9.9905317E-07,-4.47E-02
-9.9904067E-07,-3.75E-02
-9.9902817E-07,-2.90E-02
-9.9901567E-07,-2.31E-02
-9.9900317E-07,-2.25E-02
-9.9899067E-07,-2.44E-02
-9.9897817E-07,-2.57E-02
-9.9896567E-07,-2.38E-02
-9.9895317E-07,-1.79E-02
-9.9894067E-07,-1.27E-02
-9.9892817E-07,-1.01E-02
-9.9891567E-07,-1.33E-02
-9.9890317E-07,-1.79E-02
-9.9889067E-07,-2.18E-02
-9.9887817E-07,-2.12E-02
-9.9886567E-07,-1.66E-02
-9.9885317E-07,-1.01E-02
-9.9884067E-07,-4.2E-03
-9.9882817E-07,-1.6E-03
-9.9881567E-07,-9E-04
-9.9880317E-07,-1.6E-03
-9.9879067E-07,-2.3E-03
-9.9877817E-07,-3.6E-03
-9.9876567E-07,-4.9E-03
-9.9875317E-07,-6.2E-03
-9.9874067E-07,-5.5E-03
-9.9872817E-07,-2.3E-03
-9.9871567E-07,2.3E-03
-9.9870317E-07,6.2E-03
-9.9869067E-07,6.2E-03
-9.9867817E-07,1.0E-03
-9.9866567E-07,-6.8E-03
-9.9865317E-07,-1.27E-02
-9.9864067E-07,-1.46E-02
-9.9862817E-07,-1.14E-02
-9.9861567E-07,-6.8E-03
-9.9860317E-07,-3.6E-03
-9.9859067E-07,-2.9E-03
-9.9857817E-07,-5.5E-03
-9.9856567E-07,-6.8E-03
-9.9855317E-07,-6.2E-03
-9.9854067E-07,-2.3E-03
-9.9852817E-07,2.3E-03
-9.9851567E-07,5.6E-03
-9.9850317E-07,6.9E-03
-9.9849067E-07,5.6E-03
-9.9847817E-07,3.6E-03
-9.9846567E-07,1.0E-03
-9.9845317E-07,-9E-04
-9.9844067E-07,-3.6E-03
-9.9842817E-07,-6.8E-03
-9.9841567E-07,-1.07E-02
-9.9840317E-07,-1.60E-02
-9.9839067E-07,-2.05E-02
-9.9837817E-07,-2.31E-02
-9.9836567E-07,-2.25E-02
-9.9835317E-07,-1.66E-02
-9.9834067E-07,-5.5E-03
-9.9832817E-07,6.9E-03
-9.9831567E-07,1.67E-02
-9.9830317E-07,1.73E-02
-9.9829067E-07,9.5E-03
-9.9827817E-07,-3.6E-03
-9.9826567E-07,-1.20E-02
-9.9825317E-07,-1.14E-02
-9.9824067E-07,-3E-04
-9.9822817E-07,1.54E-02
-9.9821567E-07,2.51E-02
-9.9820317E-07,2.38E-02
-9.9819067E-07,1.34E-02
